Company,Question,Date
Data Analyst at Cognizant Technology Solutions was asked...,simple statistics questions,20-May-16
Big Data Analyst at Nokia was asked...,1) Rate yourself in programming on the basis of 0-10. 2) OOPS Concepts 3) Difference between Method overloading and Overriding with code 4) Hadoop operations 5) Project related questions,23-Feb-18
Data Analyst at Morningstar was asked...,"Questions on equity shares, preferences shares its types, shares structures in an organisation. Types of dilution of shares, mergers & acquisitions, types of corporate action. Details about my work experience and other personal details",9-Feb-17
Petroleum Data Analyst at Petrolink Services was asked...,Drilling and optimization,11-Jan-17
DATA ANALYST and Software Development Engineer at Innoplexus was asked...,For data analyst role there were some probability questions and puzzles and HR and for SDE the code written in the second round was evaluated and some other algorithm based questions were asked(easy).,31-Jan-18
Data Analyst at Conviva was asked...,come up with SQl queries for provided scenario,7-Jun-19
Data Analyst at Technosoft Corporation was asked...,they asked me how to handle tasks,10-Oct-15
Operations/Data Analyst at Collegedunia was asked...,How can you Improve the quality of teaching at your college?,17-Sep-19
Data Analyst at Hotstar was asked...,Questions on past experience based on the points mentioned in my resume,16-May-19
Data Analyst at Technosoft Corporation was asked...,they asked me how to handle tasks,10-Oct-15
Data Analyst at Rakuten was asked...,"1) Some Basic SQL Quieres including ORDER BY, IN, SELECT and JOIN classes. 2) Questions on database management systems. 3) Detaild discussion on your projects. 4) Some puzzles and logical questions.",2-Feb-18
Data Analyst at ninjacart was asked...,What is normal graph??,20-Oct-19
Operations/Data Analyst at Collegedunia was asked...,How can you Improve the quality of teaching at your college?,17-Sep-19
Data Analyst at 3i Infotech was asked...,How many server u r handling,28-Jun-19
Data Analyst at Anonymous Content was asked...,"Finance based ,apti and reasong",31-Jan-19
Data Analyst at Conviva was asked...,come up with SQl queries for provided scenario,7-Jun-19
Data Analyst at Anonymous Content was asked...,why have you enrolled for data analyst being a electrical engineer?,12-Jul-17
Data Analyst at Ameriprise was asked...,Logical puzzles and cases,7-Apr-20
Data Analyst at Deloitte was asked...,The questions were pretty much from the cv. They also asked to define some terms in layman's term. which is pretty common in interviews.,20-Jun-16
Data Analyst at Deloitte was asked...,Prove me that you are a good data analyst.,25-Aug-15
Data Analyst at NTT DATA was asked...,How u see urself in next 10 years,22-May-19
Data Analyst at Deloitte was asked...,How do u use vlookup?,24-Aug-18
Data Analyst at Infosys was asked...,Tell me something about yourself?,18-May-18
Data Analyst at Urjanet was asked...,Tell me about your college life,18-Jul-17
Data Analyst at Hotstar was asked...,Questions on past experience based on the points mentioned in my resume,16-May-19
Data Analyst at GlobalLogic was asked...,General aptitude questions .,28-Jun-17
Data Analyst at GlobalLogic was asked...,Why do you want to work with this company ?,8-Jan-18
Data Analyst at GlobalLogic was asked...,Why Data Analyst being a Mechanical Engineer?,7-Mar-18
Data Analyst at GlobalLogic was asked...,Why do you want to work as a data analyst,5-Apr-18
Data Analyst at GlobalLogic was asked...,"There are 3 Rounds:- JAM(just a minute session), Aptitude Test, and final managerial round.",27-Jan-16
Data Analyst at Walmart was asked...,"Questions were mainly based on Regression theory (logistic, PCA) & statistical inference.",26-Oct-17
Data Analyst at Adobe was asked...,"SQL queries, join, case, CTEs, SSIS, Cube deployment, Data warehouse scenario based questions.",3-Sep-18
Data Analyst at Citi was asked...,"What do you know about OOPS, explain briefly.",5-Mar-20
Data Analyst at Citi was asked...,What is trigger,18-Sep-19
Data Analyst at Poshmark was asked...,SQl,16-Jun-20
Data Analyst at G2 was asked...,Tell us your suggestions on what G2 can improve using data science?,28-Aug-19
Marketing Data Analyst at Bloomberg L.P. was asked...,What are your weaknesses?,13-Jan-19
Data Analyst at Bloomberg L.P. was asked...,Why Bloomberg? What is your understanding of the profile? Describe your previous data management experience,28-Jan-19
Data Analyst at GlobalLogic was asked...,Why Data Analyst being a Mechanical Engineer?,7-Mar-18
Data Analyst at Bloomberg L.P. was asked...,Why Bloomberg? What is your understanding of the profile? Describe your previous data management experience,28-Jan-19
Marketing Data Analyst at Bloomberg L.P. was asked...,What are your weaknesses?,13-Jan-19
Data Analyst at GlobalLogic was asked...,"There are 3 Rounds:- JAM(just a minute session), Aptitude Test, and final managerial round.",27-Jan-16
Data Analyst/Reporting Analyst at SAGE Publishing was asked...,Why do you want to work with us?,14-Nov-17
Data Analyst at G2 was asked...,Tell us your suggestions on what G2 can improve using data science?,28-Aug-19
Data Analyst at Quotient was asked...,Machine Learning and R,6-Aug-19
Data Analyst at EY was asked...,Tell me about Yourself Explain your projects,12-Jun-19
Data Analyst at EY was asked...,Tell Me about yourself apart from the CV,25-Jun-19
Data Analyst at Adobe was asked...,"SQL queries, join, case, CTEs, SSIS, Cube deployment, Data warehouse scenario based questions.",3-Sep-18
Data Analyst at Walmart was asked...,"Questions were mainly based on Regression theory (logistic, PCA) & statistical inference.",26-Oct-17
Data Analyst at Poshmark was asked...,SQl,16-Jun-20
Associate Data Analyst at Yodlee was asked...,Passion,15-Aug-15
Data Analyst at IHS Markit was asked...,"Mostly focused on my areas of interest, and what I'd done during my internships",12-May-16
Data Analyst at Amazon was asked...,Some basic puzzle questions.,17-Sep-18
Data Analyst at SAP was asked...,"write a code to generate all permutation of given string. given an array, rearrange it so that all even elements are grater than its neighbour. eg. 1 5 2 6 3 8 1.",23-Nov-15
Data Analyst at Tiger Analytics was asked...,"First round: conditional probability second round: with 8 and 5, can you make all the numbers after 28 and how? Third round: reasoning questions",17-Jan-18
Data Analyst at Evalueserve was asked...,What do you know about object oriented programming?,28-Jul-19
Data Analyst at Tiger Analytics was asked...,Why you are interested in Data Analyst role?,13-Aug-19
Senior Data Analyst at Tiger Analytics was asked...,To explain neural networks from scratch,29-Dec-17
Associate Data Analyst at Fractal was asked...,"They will ask you about the DS, searching algorithms and their complexity,",13-Jul-17
Associate Data Analyst at Fractal was asked...,"He will also ask you about the case studies and guess estimate questions, like what are the average number of cups of tea that are consumed in a day in your college?",13-Jul-17
Senior Data Analyst at Shaw Academy was asked...,Tell me about yourself,29-Apr-19
Data Analyst at Firstsource Solutions was asked...,"Questions about AI, ML and DL and the basic understanding of their concepts. They analyzed my practical knowledge of the implementation of the same.",19-Aug-19
Senior Data Analyst at Tiger Analytics was asked...,Implementation of k means from scratch,3-Apr-20
Junior Data Analyst at Tiger Analytics was asked...,Questions based on your previous analytics related internships and projects.,1-Jun-20
Regulatory Data Analyst at AXA XL was asked...,no difficult question only u should hav gud commnd over sql n excel,16-Apr-14
Data Analyst at Capgemini was asked...,What is the difference between data modeling and data base management?,23-Jan-20
Data Analyst at Placementindia.com was asked...,General Questions related your functional area. Technical question are different for every candidate,22-Jul-15
Data Analyst at Crystal Solutions was asked...,Do u accept 1yr bond?,7-Jul-15
Data Analyst at eClerx was asked...,tell me about yourself about my project in college few basic questions on ms excel,28-Jan-16
Data Analyst at Pramata was asked...,They asked me to take an online test for data entry,2-Oct-16
Data Analyst at Vinfinet Technologies was asked...,"Given a scenario, devise a marketing plan to increase profits?",6-Jan-17
Data Analyst at Nexvisionix was asked...,Apart from technical question they check on your intrinsic skills as well.,9-Feb-17
Data Analyst at eClerx was asked...,A puzzle was asked in HR interview,7-Apr-17
Financial Data Analyst at CMC was asked...,"Nothing was mus difficult. interviewer just asked simple questions like - what is a bond, what is the difference between shares and bonds and why company goes for share and bonds rather than bank loans.",1-Dec-12
Data Analyst at Times Business Solutions was asked...,What are the golden rules of accounts?,7-Jul-12
Data Analyst at In3corp was asked...,nothing as such,14-Mar-14
Data Analyst at Pramata was asked...,Regular Expressions and Some mathematics,1-Sep-15
Research and Data Analyst - II at Opera Solutions was asked...,Mostly puzzles.,2-Nov-15
Data Analyst at Penfos Systems was asked...,they asked me how to handle tasks,14-Dec-15
Data Analyst at Apsidata solutions was asked...,questions related to number system and related to programming will be asked in interview,7-Oct-17
Data Analyst at iGrid Consulting Solutions was asked...,"R, Statistisc and Resume",24-Jul-17
Data Analyst at Quantta Analytics was asked...,Tell me something about yourself.,6-Aug-17
Financial Data Analyst at CMC was asked...,"Nothing was mus difficult. interviewer just asked simple questions like - what is a bond, what is the difference between shares and bonds and why company goes for share and bonds rather than bank loans.",1-Dec-12
